Time,Current_Generated_Packets_Number,Current_Arrived_Packets_Number,Current_Lost_Packets_Number,Current_Generated_Packets_Byte,Current_Arrived_Packets_Byte,Current_Lost_Packets_Byte,Current_Latency,Current_Covered_Users_Number,Current_Operational_Satellite_Number,Current_Hop_Count,Current_Load_Deviation,Total_Generated_Packets_Number,Total_Arrived_Packets_Number,Total_Lost_Packets_Number,Total_Generated_Packets_Byte,Total_Arrived_Packets_Byte,Total_Lost_Packets_Byte,Total_Latency,Total_Covered_Users_Number,Total_Operational_Satellite_Number,Total_Hop_Count,Total_Load_Deviation
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,96.0,0.0,0.0
1,0.5,0.5,0.0,16.5,16.5,0.0,115.44485774105091,1.0,96.0,8.0,0.0,1.0,1.0,0.0,33.0,33.0,0.0,115.44485774105091,1.0,96.0,8.0,0.0
2,0.5,0.5,0.0,16.5,16.5,0.0,115.44485774105091,1.0,96.0,8.0,0.0,1.0,1.0,0.0,33.0,33.0,0.0,115.44485774105091,1.0,96.0,8.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,96.0,0.0,0.0,1.0,1.0,0.0,33.0,33.0,0.0,115.44485774105091,1.0,96.0,8.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,96.0,0.0,0.0,1.0,1.0,0.0,33.0,33.0,0.0,115.44485774105091,1.0,96.0,8.0,0.0
