Time,Current_Generated_Packets_Number,Current_Arrived_Packets_Number,Current_Lost_Packets_Number,Current_Generated_Packets_Byte,Current_Arrived_Packets_Byte,Current_Lost_Packets_Byte,Current_Latency,Current_Covered_Users_Number,Current_Operational_Satellite_Number,Current_Hop_Count,Current_Load_Deviation,Total_Generated_Packets_Number,Total_Arrived_Packets_Number,Total_Lost_Packets_Number,Total_Generated_Packets_Byte,Total_Arrived_Packets_Byte,Total_Lost_Packets_Byte,Total_Latency,Total_Covered_Users_Number,Total_Operational_Satellite_Number,Total_Hop_Count,Total_Load_Deviation
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.5,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
5,24.5,18.0,0.0,29400.0,21600.0,0.0,76.17568531379777,200.0,400.0,8.055555555555555,0.0,49.0,36.0,0.0,58800.0,43200.0,0.0,76.17568531379777,200.0,400.0,290.0,0.0
6,75.5,67.0,0.0,90600.0,80400.0,0.0,76.85739802043938,200.0,400.0,8.194029850746269,0.985,151.0,134.0,0.0,181200.0,160800.0,0.0,76.85739802043939,200.0,400.0,1098.0,1.97
7,97.0,102.0,0.0,116400.0,122400.0,0.0,77.68852124268521,200.0,400.0,8.294117647058824,0.985,243.0,240.0,0.0,291600.0,288000.0,0.0,77.4615958533521,200.0,400.0,1982.0,0.0
8,101.5,110.0,0.0,121800.0,132000.0,0.0,77.61428848814919,200.0,400.0,8.268181818181818,0.995,354.0,354.0,0.0,424800.0,424800.0,0.0,77.32778192692565,200.0,400.0,2917.0,1.99
9,98.5,100.0,0.0,118200.0,120000.0,0.0,77.6209091642712,200.0,400.0,8.27,0.995,440.0,440.0,0.0,528000.0,528000.0,0.0,77.5340109946789,200.0,400.0,3636.0,0.0
