Time,Current_Generated_Packets_Number,Current_Arrived_Packets_Number,Current_Lost_Packets_Number,Current_Generated_Packets_Byte,Current_Arrived_Packets_Byte,Current_Lost_Packets_Byte,Current_Latency,Current_Covered_Users_Number,Current_Operational_Satellite_Number,Current_Hop_Count,Current_Load_Deviation,Total_Generated_Packets_Number,Total_Arrived_Packets_Number,Total_Lost_Packets_Number,Total_Generated_Packets_Byte,Total_Arrived_Packets_Byte,Total_Lost_Packets_Byte,Total_Latency,Total_Covered_Users_Number,Total_Operational_Satellite_Number,Total_Hop_Count,Total_Load_Deviation
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.5,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
5,28.0,17.0,0.0,33600.0,20400.0,0.0,76.45786697106549,200.0,400.0,8.147058823529411,0.9924999999999999,56.0,34.0,0.0,67200.0,40800.0,0.0,76.45786697106549,200.0,400.0,277.0,1.9849999999999999
6,76.0,76.0,0.0,91200.0,91200.0,0.0,77.36607918866419,200.0,400.0,8.236842105263158,1.98,152.0,152.0,0.0,182400.0,182400.0,0.0,77.36607918866419,200.0,400.0,1252.0,1.9749999999999999
7,92.0,103.0,0.0,110400.0,123600.0,0.0,77.57445246835766,200.0,400.0,8.257281553398059,0.9874999999999999,240.0,240.0,0.0,288000.0,288000.0,0.0,77.41626952290788,200.0,400.0,1978.0,0.0
8,101.0,96.0,0.0,121200.0,115200.0,0.0,77.3830391487257,200.0,400.0,8.21875,0.995,354.0,344.0,0.0,424800.0,412800.0,0.0,77.37554521288453,200.0,400.0,2830.0,1.99
9,102.0,102.0,0.0,122400.0,122400.0,0.0,78.11395750633491,200.0,400.0,8.318627450980392,0.995,444.0,444.0,0.0,532800.0,532800.0,0.0,77.73682886664463,200.0,400.0,3675.0,0.0
