Time,Current_Generated_Packets_Number,Current_Arrived_Packets_Number,Current_Lost_Packets_Number,Current_Generated_Packets_Byte,Current_Arrived_Packets_Byte,Current_Lost_Packets_Byte,Current_Latency,Current_Covered_Users_Number,Current_Operational_Satellite_Number,Current_Hop_Count,Current_Load_Deviation,Total_Generated_Packets_Number,Total_Arrived_Packets_Number,Total_Lost_Packets_Number,Total_Generated_Packets_Byte,Total_Arrived_Packets_Byte,Total_Lost_Packets_Byte,Total_Latency,Total_Covered_Users_Number,Total_Operational_Satellite_Number,Total_Hop_Count,Total_Load_Deviation
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.5,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
5,20.0,20.0,0.0,24000.0,24000.0,0.0,76.51203579673174,200.0,400.0,8.2,0.99,40.0,40.0,0.0,48000.0,48000.0,0.0,76.51203579673174,200.0,400.0,328.0,1.98
6,78.0,66.0,0.0,93600.0,79200.0,0.0,76.84620439515379,200.0,400.0,8.181818181818182,1.9775,156.0,132.0,0.0,187200.0,158400.0,0.0,76.84620439515379,200.0,400.0,1080.0,1.975
7,104.0,104.0,0.0,124800.0,124800.0,0.0,77.42123096263201,200.0,400.0,8.240384615384615,0.9875,248.0,248.0,0.0,297600.0,297600.0,0.0,77.27458658103514,200.0,400.0,2042.0,0.0
8,98.5,108.0,0.0,118200.0,129600.0,0.0,77.48796214548732,200.0,400.0,8.24074074074074,0.0,353.0,348.0,0.0,423600.0,417600.0,0.0,77.2445367919125,200.0,400.0,2860.0,0.0
9,100.0,100.0,0.0,120000.0,120000.0,0.0,77.43609576881096,200.0,400.0,8.24,0.0,448.0,448.0,0.0,537600.0,537600.0,0.0,77.34668889700649,200.0,400.0,3690.0,0.0
