Time,Current_Generated_Packets_Number,Current_Arrived_Packets_Number,Current_Lost_Packets_Number,Current_Generated_Packets_Byte,Current_Arrived_Packets_Byte,Current_Lost_Packets_Byte,Current_Latency,Current_Covered_Users_Number,Current_Operational_Satellite_Number,Current_Hop_Count,Current_Load_Deviation,Total_Generated_Packets_Number,Total_Arrived_Packets_Number,Total_Lost_Packets_Number,Total_Generated_Packets_Byte,Total_Arrived_Packets_Byte,Total_Lost_Packets_Byte,Total_Latency,Total_Covered_Users_Number,Total_Operational_Satellite_Number,Total_Hop_Count,Total_Load_Deviation
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
5,24.0,20.0,0.0,28800.0,24000.0,0.0,77.83574115444924,200.0,400.0,8.25,0.0,48.0,40.0,0.0,57600.0,48000.0,0.0,77.83574115444924,200.0,400.0,330.0,0.0
6,77.5,66.0,0.0,93000.0,79200.0,0.0,76.94784145426343,200.0,400.0,8.181818181818182,0.9850000000000001,155.0,132.0,0.0,186000.0,158400.0,0.0,76.94784145426347,200.0,400.0,1080.0,1.9700000000000002
7,99.0,103.0,0.0,118800.0,123600.0,0.0,77.46750159120207,200.0,400.0,8.228155339805825,0.9850000000000001,246.0,246.0,0.0,295200.0,295200.0,0.0,77.52737794294954,200.0,400.0,2025.0,0.0
8,100.5,112.0,0.0,120600.0,134400.0,0.0,77.86760466065687,200.0,400.0,8.276785714285714,0.995,356.0,356.0,0.0,427200.0,427200.0,0.0,77.52656886502784,200.0,400.0,2934.0,1.99
9,99.0,99.0,0.0,118800.0,118800.0,0.0,77.91950792692887,200.0,400.0,8.292929292929292,0.995,444.0,444.0,0.0,532800.0,532800.0,0.0,77.70224671958901,200.0,400.0,3667.0,0.0
10,100.0,100.0,0.0,120000.0,120000.0,0.0,78.20817451497688,200.0,400.0,8.32,0.98,556.0,556.0,0.0,667200.0,667200.0,0.0,77.77175075349874,200.0,400.0,4598.0,1.96
11,102.0,102.0,0.0,122400.0,122400.0,0.0,78.24249611823974,200.0,400.0,8.318627450980392,0.98,648.0,648.0,0.0,777600.0,777600.0,0.0,77.872325233979,200.0,400.0,5364.0,0.0
12,95.5,92.0,0.0,114600.0,110400.0,0.0,77.90239557058133,200.0,400.0,8.277173913043478,0.0,747.0,740.0,0.0,896400.0,888000.0,0.0,77.80423541071922,200.0,400.0,6121.0,0.0
13,102.0,102.0,0.0,122400.0,122400.0,0.0,77.38916985744477,200.0,400.0,8.205882352941176,0.9875,852.0,852.0,0.0,1022400.0,1022400.0,0.0,77.75664014382288,200.0,400.0,7038.0,1.975
14,95.5,99.0,0.0,114600.0,118800.0,0.0,77.90357093738474,200.0,400.0,8.257575757575758,1.985,938.0,938.0,0.0,1125600.0,1125600.0,0.0,77.8252038907616,200.0,400.0,7756.0,1.995
15,99.0,99.0,0.0,118800.0,118800.0,0.0,78.09853682922802,200.0,400.0,8.287878787878787,0.9975,1050.0,1050.0,0.0,1260000.0,1260000.0,0.0,77.82111209021356,200.0,400.0,8679.0,0.0
16,103.0,103.0,0.0,123600.0,123600.0,0.0,78.61967109953058,200.0,400.0,8.339805825242719,0.0,1144.0,1144.0,0.0,1372800.0,1372800.0,0.0,77.96826354548742,200.0,400.0,9474.0,0.0
17,100.5,93.5,0.0,120600.0,112200.0,0.0,78.4368289963039,200.0,400.0,8.294117647058824,0.0,1251.0,1237.0,0.0,1501200.0,1484400.0,0.0,77.91419136381005,200.0,400.0,10230.0,0.0
18,104.0,103.0,0.0,124800.0,123600.0,0.0,77.49125979516192,200.0,400.0,8.16504854368932,0.99,1352.0,1350.0,0.0,1622400.0,1620000.0,0.0,77.8954763065489,200.0,400.0,11156.0,1.98
19,95.5,102.5,0.0,114600.0,123000.0,0.0,77.13152963465426,200.0,400.0,8.112195121951219,0.99,1442.0,1442.0,0.0,1730400.0,1730400.0,0.0,77.80292530661383,200.0,400.0,11893.0,0.0
20,100.0,101.0,0.0,120000.0,121200.0,0.0,77.56247323168057,200.0,400.0,8.158415841584159,0.99,1552.0,1552.0,0.0,1862400.0,1862400.0,0.0,77.85213441149514,200.0,400.0,12804.0,1.98
21,99.0,99.0,0.0,118800.0,118800.0,0.0,77.24043729400537,200.0,400.0,8.11111111111111,0.99,1640.0,1640.0,0.0,1968000.0,1968000.0,0.0,77.7350151685062,200.0,400.0,13499.0,0.0
22,100.0,100.0,0.0,120000.0,120000.0,0.0,78.14892689991885,200.0,400.0,8.21,0.99,1752.0,1752.0,0.0,2102400.0,2102400.0,0.0,77.88601483254801,200.0,400.0,14446.0,1.98
23,98.0,98.0,0.0,117600.0,117600.0,0.0,77.9483841975938,200.0,400.0,8.168367346938776,0.99,1836.0,1836.0,0.0,2203200.0,2203200.0,0.0,77.75779312585979,200.0,400.0,15100.0,0.0
24,99.0,89.0,0.0,118800.0,106800.0,0.0,75.74922644401595,200.0,400.0,7.865168539325842,0.9900000000000001,1950.0,1930.0,0.0,2340000.0,2316000.0,0.0,77.6889431573363,200.0,400.0,15846.0,1.9800000000000002
25,102.0,102.0,0.0,122400.0,122400.0,0.0,75.1114810727729,200.0,400.0,7.759803921568627,1.9875000000000003,2040.0,2040.0,0.0,2448000.0,2448000.0,0.0,77.49316192055116,200.0,400.0,16683.0,1.995
26,94.0,101.0,0.0,112800.0,121200.0,0.0,76.71454722850523,200.0,400.0,7.9405940594059405,0.9975,2138.0,2132.0,0.0,2565600.0,2558400.0,0.0,77.59662234231577,200.0,400.0,17450.0,0.0
27,104.0,104.0,0.0,124800.0,124800.0,0.0,78.683412026746,200.0,400.0,8.158653846153847,0.9925,2248.0,2248.0,0.0,2697600.0,2697600.0,0.0,77.60329182361542,200.0,400.0,18380.0,1.985
28,98.0,101.0,0.0,117600.0,121200.0,0.0,77.72993676979608,200.0,400.0,8.03960396039604,0.9925,2334.0,2334.0,0.0,2800800.0,2800800.0,0.0,77.6081602662022,200.0,400.0,19074.0,0.0
29,99.5,99.5,0.0,119400.0,119400.0,0.0,75.9622532531851,200.0,400.0,7.788944723618091,0.9975,2447.0,2447.0,0.0,2936400.0,2936400.0,0.0,77.46983588756493,200.0,400.0,19930.0,1.995
30,99.0,99.0,0.0,118800.0,118800.0,0.0,73.47261998898925,200.0,400.0,7.424242424242424,0.9975,2532.0,2532.0,0.0,3038400.0,3038400.0,0.0,77.28476493646757,200.0,400.0,20544.0,0.0
31,99.5,99.5,0.0,119400.0,119400.0,0.0,72.22920143023958,200.0,400.0,7.2462311557788945,0.0,2646.0,2646.0,0.0,3175200.0,3175200.0,0.0,77.07569898015456,200.0,400.0,21372.0,0.0
32,100.0,100.0,0.0,120000.0,120000.0,0.0,72.30592597564872,200.0,400.0,7.25,0.0,2732.0,2732.0,0.0,3278400.0,3278400.0,0.0,76.92028185002398,200.0,400.0,21994.0,0.0
33,99.0,99.0,0.0,118800.0,118800.0,0.0,72.58964359635951,200.0,400.0,7.282828282828283,0.9974999999999999,2844.0,2844.0,0.0,3412800.0,3412800.0,0.0,76.76337866862455,200.0,400.0,22814.0,1.9949999999999999
