Time,Current_Generated_Packets_Number,Current_Arrived_Packets_Number,Current_Lost_Packets_Number,Current_Generated_Packets_Byte,Current_Arrived_Packets_Byte,Current_Lost_Packets_Byte,Current_Latency,Current_Covered_Users_Number,Current_Operational_Satellite_Number,Current_Hop_Count,Current_Load_Deviation,Total_Generated_Packets_Number,Total_Arrived_Packets_Number,Total_Lost_Packets_Number,Total_Generated_Packets_Byte,Total_Arrived_Packets_Byte,Total_Lost_Packets_Byte,Total_Latency,Total_Covered_Users_Number,Total_Operational_Satellite_Number,Total_Hop_Count,Total_Load_Deviation
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.5,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
5,27.0,16.0,0.0,32400.0,19200.0,0.0,74.9030844626719,200.0,400.0,8.125,0.985,54.0,32.0,0.0,64800.0,38400.0,0.0,74.9030844626719,200.0,400.0,260.0,1.97
6,73.0,73.0,0.0,87600.0,87600.0,0.0,76.18890231378165,200.0,400.0,8.136986301369863,1.9775,146.0,146.0,0.0,175200.0,175200.0,0.0,76.18890231378168,200.0,400.0,1188.0,1.9849999999999999
7,92.5,103.5,0.0,111000.0,124200.0,0.0,76.56314051072667,200.0,400.0,8.193236714975846,0.9924999999999999,239.0,239.0,0.0,286800.0,286800.0,0.0,76.34087359215869,200.0,400.0,1956.0,0.0
8,101.0,101.0,0.0,121200.0,121200.0,0.0,76.65027535707466,200.0,400.0,8.198019801980198,0.9974999999999999,348.0,348.0,0.0,417600.0,417600.0,0.0,76.45671080442881,200.0,400.0,2844.0,1.9949999999999999
9,98.5,98.5,0.0,118200.0,118200.0,0.0,77.21463001257003,200.0,400.0,8.253807106598984,0.9974999999999999,436.0,436.0,0.0,523200.0,523200.0,0.0,76.73566720413353,200.0,400.0,3582.0,0.0
