Time,Current_Generated_Packets_Number,Current_Arrived_Packets_Number,Current_Lost_Packets_Number,Current_Generated_Packets_Byte,Current_Arrived_Packets_Byte,Current_Lost_Packets_Byte,Current_Latency,Current_Covered_Users_Number,Current_Operational_Satellite_Number,Current_Hop_Count,Current_Load_Deviation,Total_Generated_Packets_Number,Total_Arrived_Packets_Number,Total_Lost_Packets_Number,Total_Generated_Packets_Byte,Total_Arrived_Packets_Byte,Total_Lost_Packets_Byte,Total_Latency,Total_Covered_Users_Number,Total_Operational_Satellite_Number,Total_Hop_Count,Total_Load_Deviation
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.5,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
5,30.0,18.0,0.0,36000.0,21600.0,0.0,76.11231111011647,200.0,400.0,8.055555555555555,0.9975,60.0,36.0,0.0,72000.0,43200.0,0.0,76.11231111011647,200.0,400.0,290.0,1.995
6,74.5,74.5,0.0,89400.0,89400.0,0.0,77.13711802567869,200.0,400.0,8.21476510067114,1.9825,149.0,149.0,0.0,178800.0,178800.0,0.0,77.13711802567866,200.0,400.0,1224.0,1.97
7,99.0,100.0,0.0,118800.0,120000.0,0.0,77.44618937256385,200.0,400.0,8.24,1.9825,258.0,236.0,0.0,309600.0,283200.0,0.0,77.24271641727523,200.0,400.0,1938.0,1.995
8,99.5,99.5,0.0,119400.0,119400.0,0.0,77.91448085476347,200.0,400.0,8.28140703517588,0.9975,348.0,348.0,0.0,417600.0,417600.0,0.0,77.58164447104609,200.0,400.0,2872.0,0.0
9,99.0,103.5,0.0,118800.0,124200.0,0.0,77.85874320180632,200.0,400.0,8.26086956521739,0.9975,456.0,443.0,0.0,547200.0,531600.0,0.0,77.53056640462948,200.0,400.0,3648.0,1.995
