Time,Current_Generated_Packets_Number,Current_Arrived_Packets_Number,Current_Lost_Packets_Number,Current_Generated_Packets_Byte,Current_Arrived_Packets_Byte,Current_Lost_Packets_Byte,Current_Latency,Current_Covered_Users_Number,Current_Operational_Satellite_Number,Current_Hop_Count,Current_Load_Deviation,Total_Generated_Packets_Number,Total_Arrived_Packets_Number,Total_Lost_Packets_Number,Total_Generated_Packets_Byte,Total_Arrived_Packets_Byte,Total_Lost_Packets_Byte,Total_Latency,Total_Covered_Users_Number,Total_Operational_Satellite_Number,Total_Hop_Count,Total_Load_Deviation
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.5,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
5,18.0,17.5,0.0,21600.0,21000.0,0.0,76.57410470992444,200.0,400.0,8.114285714285714,0.0,36.0,35.0,0.0,43200.0,42000.0,0.0,76.57410470992444,200.0,400.0,284.0,0.0
6,76.0,65.5,0.0,91200.0,78600.0,0.0,77.04936773997369,200.0,400.0,8.198473282442748,0.985,152.0,131.0,0.0,182400.0,157200.0,0.0,77.04936773997369,200.0,400.0,1074.0,1.97
7,102.5,102.5,0.0,123000.0,123000.0,0.0,77.75013114361093,200.0,400.0,8.263414634146342,0.985,241.0,240.0,0.0,289200.0,288000.0,0.0,77.57862728869836,200.0,400.0,1978.0,0.0
8,100.0,110.5,0.0,120000.0,132600.0,0.0,78.06314399280679,200.0,400.0,8.298642533936652,0.9825,352.0,352.0,0.0,422400.0,422400.0,0.0,77.68585794416725,200.0,400.0,2908.0,1.965
9,102.5,98.5,0.0,123000.0,118200.0,0.0,77.71114279043158,200.0,400.0,8.263959390862944,0.9825,446.0,437.0,0.0,535200.0,524400.0,0.0,77.63836539817538,200.0,400.0,3606.0,0.0
