Time,Current_Generated_Packets_Number,Current_Arrived_Packets_Number,Current_Lost_Packets_Number,Current_Generated_Packets_Byte,Current_Arrived_Packets_Byte,Current_Lost_Packets_Byte,Current_Latency,Current_Covered_Users_Number,Current_Operational_Satellite_Number,Current_Hop_Count,Current_Load_Deviation,Total_Generated_Packets_Number,Total_Arrived_Packets_Number,Total_Lost_Packets_Number,Total_Generated_Packets_Byte,Total_Arrived_Packets_Byte,Total_Lost_Packets_Byte,Total_Latency,Total_Covered_Users_Number,Total_Operational_Satellite_Number,Total_Hop_Count,Total_Load_Deviation
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.5,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
5,28.0,28.0,0.0,33600.0,33600.0,0.0,77.58711789861647,200.0,400.0,8.25,0.9975,56.0,56.0,0.0,67200.0,67200.0,0.0,77.58711789861647,200.0,400.0,462.0,1.995
6,70.0,70.0,0.0,84000.0,84000.0,0.0,77.20811823046348,200.0,400.0,8.2,0.9975,140.0,140.0,0.0,168000.0,168000.0,0.0,77.20811823046351,200.0,400.0,1148.0,0.0
7,98.0,98.0,0.0,117600.0,117600.0,0.0,77.67473521411027,200.0,400.0,8.255102040816327,0.9975,252.0,252.0,0.0,302400.0,302400.0,0.0,77.65526469955607,200.0,400.0,2080.0,1.995
8,99.5,99.5,0.0,119400.0,119400.0,0.0,78.06374062183811,200.0,400.0,8.296482412060302,0.9975,339.0,339.0,0.0,406800.0,406800.0,0.0,77.71038624191937,200.0,400.0,2799.0,0.0
9,100.0,100.0,0.0,120000.0,120000.0,0.0,77.99699379041523,200.0,400.0,8.29,0.9874999999999999,452.0,452.0,0.0,542400.0,542400.0,0.0,77.80647226188317,200.0,400.0,3738.0,1.9749999999999999
