Time,Current_Generated_Packets_Number,Current_Arrived_Packets_Number,Current_Lost_Packets_Number,Current_Generated_Packets_Byte,Current_Arrived_Packets_Byte,Current_Lost_Packets_Byte,Current_Latency,Current_Covered_Users_Number,Current_Operational_Satellite_Number,Current_Hop_Count,Current_Load_Deviation,Total_Generated_Packets_Number,Total_Arrived_Packets_Number,Total_Lost_Packets_Number,Total_Generated_Packets_Byte,Total_Arrived_Packets_Byte,Total_Lost_Packets_Byte,Total_Latency,Total_Covered_Users_Number,Total_Operational_Satellite_Number,Total_Hop_Count,Total_Load_Deviation
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.5,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
5,30.0,21.5,0.0,36000.0,25800.0,0.0,75.78664841929553,200.0,400.0,7.953488372093023,0.9975,60.0,43.0,0.0,72000.0,51600.0,0.0,75.78664841929553,200.0,400.0,342.0,1.995
6,75.5,75.5,0.0,90600.0,90600.0,0.0,77.32559366520405,200.0,400.0,8.23841059602649,1.9900000000000002,151.0,151.0,0.0,181200.0,181200.0,0.0,77.32559366520401,200.0,400.0,1244.0,1.985
7,99.0,105.0,0.0,118800.0,126000.0,0.0,77.76065059068203,200.0,400.0,8.295238095238096,1.9900000000000002,258.0,253.0,0.0,309600.0,303600.0,0.0,77.42514824534754,200.0,400.0,2084.0,1.995
8,100.0,100.0,0.0,120000.0,120000.0,0.0,77.45965064928734,200.0,400.0,8.24,0.9975,351.0,351.0,0.0,421200.0,421200.0,0.0,77.40197941112042,200.0,400.0,2892.0,0.0
9,100.0,95.0,0.0,120000.0,114000.0,0.0,76.96993665445933,200.0,400.0,8.178947368421053,0.0,458.0,443.0,0.0,549600.0,531600.0,0.0,77.22991076844289,200.0,400.0,3638.0,0.0
