Time,Current_Generated_Packets_Number,Current_Arrived_Packets_Number,Current_Lost_Packets_Number,Current_Generated_Packets_Byte,Current_Arrived_Packets_Byte,Current_Lost_Packets_Byte,Current_Latency,Current_Covered_Users_Number,Current_Operational_Satellite_Number,Current_Hop_Count,Current_Load_Deviation,Total_Generated_Packets_Number,Total_Arrived_Packets_Number,Total_Lost_Packets_Number,Total_Generated_Packets_Byte,Total_Arrived_Packets_Byte,Total_Lost_Packets_Byte,Total_Latency,Total_Covered_Users_Number,Total_Operational_Satellite_Number,Total_Hop_Count,Total_Load_Deviation
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.5,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
5,27.5,24.5,0.0,33000.0,29400.0,0.0,74.73415045334589,200.0,400.0,7.877551020408164,0.9925,55.0,49.0,0.0,66000.0,58800.0,0.0,74.73415045334589,200.0,400.0,386.0,1.985
6,73.0,73.0,0.0,87600.0,87600.0,0.0,76.85736766487831,200.0,400.0,8.178082191780822,0.9925,146.0,146.0,0.0,175200.0,175200.0,0.0,76.85736766487835,200.0,400.0,1194.0,0.0
7,100.5,91.5,0.0,120600.0,109800.0,0.0,78.18652163454989,200.0,400.0,8.33879781420765,0.9975,256.0,232.0,0.0,307200.0,278400.0,0.0,77.45735703162323,200.0,400.0,1912.0,1.995
8,101.0,101.0,0.0,121200.0,121200.0,0.0,77.53926458736868,200.0,400.0,8.247524752475247,1.9900000000000002,348.0,348.0,0.0,417600.0,417600.0,0.0,77.25318139574915,200.0,400.0,2860.0,1.985
9,90.5,102.0,0.0,108600.0,122400.0,0.0,77.19446735074236,200.0,400.0,8.205882352941176,0.9925,437.0,436.0,0.0,524400.0,523200.0,0.0,77.33435360295414,200.0,400.0,3586.0,0.0
