Time,Current_Generated_Packets_Number,Current_Arrived_Packets_Number,Current_Lost_Packets_Number,Current_Generated_Packets_Byte,Current_Arrived_Packets_Byte,Current_Lost_Packets_Byte,Current_Latency,Current_Covered_Users_Number,Current_Operational_Satellite_Number,Current_Hop_Count,Current_Load_Deviation,Total_Generated_Packets_Number,Total_Arrived_Packets_Number,Total_Lost_Packets_Number,Total_Generated_Packets_Byte,Total_Arrived_Packets_Byte,Total_Lost_Packets_Byte,Total_Latency,Total_Covered_Users_Number,Total_Operational_Satellite_Number,Total_Hop_Count,Total_Load_Deviation
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.5,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
5,30.0,18.0,0.0,36000.0,21600.0,0.0,75.67622414364368,200.0,400.0,8.055555555555555,0.995,60.0,36.0,0.0,72000.0,43200.0,0.0,75.67622414364368,200.0,400.0,290.0,1.99
6,75.0,75.0,0.0,90000.0,90000.0,0.0,77.14733235393165,200.0,400.0,8.213333333333333,1.9825,150.0,150.0,0.0,180000.0,180000.0,0.0,77.14733235393165,200.0,400.0,1232.0,1.9749999999999999
7,100.0,100.5,0.0,120000.0,120600.0,0.0,77.56219720053392,200.0,400.0,8.25870646766169,1.9849999999999999,260.0,237.0,0.0,312000.0,284400.0,0.0,77.27572028049994,200.0,400.0,1950.0,1.995
8,99.0,98.5,0.5,118800.0,118200.0,600.0,82.25935636529702,200.0,400.0,8.253807106598984,0.9975,348.0,347.0,1.0,417600.0,416400.0,1200.0,80.05589773970841,200.0,400.0,2858.0,0.0
9,94.5,100.0,0.5,113400.0,120000.0,600.0,82.3390910159804,200.0,400.0,8.27,0.0,449.0,437.0,1.0,538800.0,524400.0,1200.0,79.59932191938479,200.0,400.0,3604.0,0.0
