Time,Current_Generated_Packets_Number,Current_Arrived_Packets_Number,Current_Lost_Packets_Number,Current_Generated_Packets_Byte,Current_Arrived_Packets_Byte,Current_Lost_Packets_Byte,Current_Latency,Current_Covered_Users_Number,Current_Operational_Satellite_Number,Current_Hop_Count,Current_Load_Deviation,Total_Generated_Packets_Number,Total_Arrived_Packets_Number,Total_Lost_Packets_Number,Total_Generated_Packets_Byte,Total_Arrived_Packets_Byte,Total_Lost_Packets_Byte,Total_Latency,Total_Covered_Users_Number,Total_Operational_Satellite_Number,Total_Hop_Count,Total_Load_Deviation
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.5,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
5,27.5,27.5,0.0,33000.0,33000.0,0.0,75.27659346212687,200.0,400.0,8.145454545454545,0.99,55.0,55.0,0.0,66000.0,66000.0,0.0,75.27659346212687,200.0,400.0,448.0,1.98
6,70.0,70.0,0.0,84000.0,84000.0,0.0,76.2018075673085,200.0,400.0,8.142857142857142,0.99,140.0,140.0,0.0,168000.0,168000.0,0.0,76.20180756730844,200.0,400.0,1140.0,0.0
7,95.0,90.5,0.0,114000.0,108600.0,0.0,76.3459042620989,200.0,400.0,8.154696132596685,0.0,245.0,236.0,0.0,294000.0,283200.0,0.0,76.09670047396976,200.0,400.0,1924.0,0.0
8,104.0,104.0,0.0,124800.0,124800.0,0.0,76.62793649815661,200.0,400.0,8.192307692307692,0.995,348.0,348.0,0.0,417600.0,417600.0,0.0,76.45650531907978,200.0,400.0,2844.0,1.99
9,97.5,101.5,0.5,117000.0,121800.0,600.0,82.23096740245009,200.0,400.0,8.31527093596059,0.995,440.0,439.0,1.0,528000.0,526800.0,1200.0,78.94076968626521,200.0,400.0,3612.0,0.0
