Time,Current_Generated_Packets_Number,Current_Arrived_Packets_Number,Current_Lost_Packets_Number,Current_Generated_Packets_Byte,Current_Arrived_Packets_Byte,Current_Lost_Packets_Byte,Current_Latency,Current_Covered_Users_Number,Current_Operational_Satellite_Number,Current_Hop_Count,Current_Load_Deviation,Total_Generated_Packets_Number,Total_Arrived_Packets_Number,Total_Lost_Packets_Number,Total_Generated_Packets_Byte,Total_Arrived_Packets_Byte,Total_Lost_Packets_Byte,Total_Latency,Total_Covered_Users_Number,Total_Operational_Satellite_Number,Total_Hop_Count,Total_Load_Deviation
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.5,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
5,28.0,28.0,0.0,33600.0,33600.0,0.0,77.03624744009502,200.0,400.0,8.214285714285714,0.9925,56.0,56.0,0.0,67200.0,67200.0,0.0,77.03624744009502,200.0,400.0,460.0,1.985
6,73.0,73.0,0.0,87600.0,87600.0,0.0,76.36279894746978,200.0,400.0,8.150684931506849,1.9875,146.0,146.0,0.0,175200.0,175200.0,0.0,76.36279894746977,200.0,400.0,1190.0,1.99
7,97.0,91.0,0.0,116400.0,109200.0,0.0,76.94156205089989,200.0,400.0,8.208791208791208,0.995,250.0,238.0,0.0,300000.0,285600.0,0.0,76.9638409660046,200.0,400.0,1954.0,0.0
8,103.5,103.5,0.0,124200.0,124200.0,0.0,77.35866651699575,200.0,400.0,8.270531400966183,0.9875,353.0,353.0,0.0,423600.0,423600.0,0.0,76.94677794716347,200.0,400.0,2902.0,1.975
9,95.0,100.5,0.5,114000.0,120600.0,600.0,82.23853878647452,200.0,400.0,8.298507462686567,0.9875,440.0,439.0,1.0,528000.0,526800.0,1200.0,79.38540678358399,200.0,400.0,3622.0,0.0
