Time,Current_Generated_Packets_Number,Current_Arrived_Packets_Number,Current_Lost_Packets_Number,Current_Generated_Packets_Byte,Current_Arrived_Packets_Byte,Current_Lost_Packets_Byte,Current_Latency,Current_Covered_Users_Number,Current_Operational_Satellite_Number,Current_Hop_Count,Current_Load_Deviation,Total_Generated_Packets_Number,Total_Arrived_Packets_Number,Total_Lost_Packets_Number,Total_Generated_Packets_Byte,Total_Arrived_Packets_Byte,Total_Lost_Packets_Byte,Total_Latency,Total_Covered_Users_Number,Total_Operational_Satellite_Number,Total_Hop_Count,Total_Load_Deviation
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.5,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0
5,29.5,17.5,0.0,35400.0,21000.0,0.0,76.29047416106611,200.0,400.0,8.114285714285714,0.9924999999999999,59.0,35.0,0.0,70800.0,42000.0,0.0,76.29047416106611,200.0,400.0,284.0,1.9849999999999999
6,74.5,64.0,0.0,89400.0,76800.0,0.0,77.2976859126915,200.0,400.0,8.234375,1.96,149.0,128.0,0.0,178800.0,153600.0,0.0,77.2976859126915,200.0,400.0,1054.0,1.9349999999999998
7,92.5,104.5,0.0,111000.0,125400.0,0.0,77.6482660388833,200.0,400.0,8.263157894736842,0.9674999999999999,244.0,244.0,0.0,292800.0,292800.0,0.0,77.45350081050789,200.0,400.0,2011.0,0.0
8,103.5,114.0,0.0,124200.0,136800.0,0.0,77.22421064149121,200.0,400.0,8.210526315789474,0.995,356.0,356.0,0.0,427200.0,427200.0,0.0,77.25062871652948,200.0,400.0,2926.0,1.99
9,101.0,101.0,0.0,121200.0,121200.0,0.0,77.43429832619397,200.0,400.0,8.227722772277227,0.995,446.0,446.0,0.0,535200.0,535200.0,0.0,77.44480372119973,200.0,400.0,3673.0,0.0
